XCERRA CORPORATION,SEMICONDUCTOR TEST EQUIPMENT
"XCHANGE BENEFITS, LLC",INSURANCE SALES AND SERVICES
"XCHANGE IMC, LLC",FREIGHT MANAGEMENT/BROKERAGE
"XCHANGE LEASING, LLC",OPERATES CAR LEASING BUSINESS
"XCHANGING SERVICES, INC.",GENERAL BUSINESS MANAGEMENT AND CONSULTING
"XCITEX, INCORPORATED",SOFTWARE ENGINEERING COMPANY
"XCITING INNOVATIONS, LLC",TECHNOLOGY HOLDING COMPANY.
XCIV LLC,RENTAL REAL ESTATE
"XCL PROTECTIVE SERVICES, INC.",PROTECTIVE SERVICES
"XCLOUD, LLC","DATA PROCESSING, HOSTING RELATED SERVICES"
XCLUSE AUTO DETAILING INC.,AUTO DETAILING
XCLUSIVE RECORDS CORPORATION,THE PRODUCTION OF MUSIC
"XCM DEVELOPMENT, LLC",SOFTWARE DEVELOPMENT
"XCM SOLUTIONS, LLC",SOFTWARE SERVICES
"XCOM TECHNOLOGIES OF NEW YORK, INC.",TELECOMMUNICATIONS SERVICES AND CONSULTING
"XCONOMY, INC.","MEDIA AND EVENTS COMPANY BASED IN CAMBRIDGE, MA"
XCOVERY HOLDING COMPANY LLC,DEVELOPING NEXT-GENERATION TARGETED THERAPEUTICS FOR CANCER.
"XCRAFT, INC.",PROVIDE MECHANICAL ENGINEERING SERVICES & PRODUCTS
XD GLOBAL LLC,"E-COMMERCE, IMPORT/EXPORT"
"XD HOME IMPROVEMENT, INC.",HOME IMPROVEMENT SERVICES
XDATA.CENTER INC,CYBER SECURITY MANAGEMENT SOLUTION THAT MINIMIZES
CYBRIC INC.,COMPUTER SOFTWARE AND SOFTWARE SERVICES
XDR CORPORATION,MEASURING INSTRUMENTATION
XDRIVE MOTORS INC,USED CAR SALE
SIMTONE CORPORATION,SOFTWARE SERVICES
"XE MA REC AI, LLC",PURCHASING SRECS AND ANY LAWFUL BUSINESS AND / OR ACTIVITY.
"XE MA REC AII, LLC",PURCHASING SRECS
"XE MA REC AIII, LLC",PURCHASING SRECS AND ANY LAWFUL BUSINESS AND / OR ACTIVITY.
"XE MA REC AIV, LLC",PURCHASING SRECS
"XE MA REC AV, LLC",PURCHASING SRECS
"XE MA REC SL, LLC",PURCHASING SRECS
XEBIALABS INC.,"SOFTWARE PROD, TECH CONSULTING, RELATED SERVICE"
"XEIKON AMERICA, INC.",COMPLETE DIGITAL PRINTING SOLUTIONS
XELFILC DISSOLUTION CORP.,MANUFACTURER OF BELLOWS
"XELLENT HEALTH, INC.",CONSULTING;TRADING;R & D AND MANUFACTURER
"XELOR SOFTWARE, INC.",SOFTWARE DEVELOPMENT
EXEMPLAR PHARMACEUTICALS LLC,MANUFACTURING AND SALE OF PHARMACEUTICAL PACKAGING PRODUCTS
"XEN 1, INC.",PROFESSIONAL EMPLOYER ORGANIZATION
"XEN 2, INC.",PAYROLL AND HR CONSULTING
XENA NETWORKS APS CORP.,"DEVELOP, MARKET AND SELL ETHERNET TEST SOLUTIONS"
XENA NETWORKS INC.,NETWORKING TECHNOLOGY
"XENA, LLC","TO OWN, BUY, SELL, RENT, MANAGE REAL ESTATE AND TO DO ANY AND ALL THINGS REL"
"XENAKIS CONSULTING SERVICES, INC.",CONSULTING
"XENDOM, INC.",COMPUTER PROGRAMMING AND MANAGEMENT SERVICES
"XENDOM, LLC",COMPUTER SOFTWARE DEVELOPMENT SERVICES
DNV GL ENERGY SERVICES USA INC.,ENERGY CONSULTING SERVICES
XENETA LLC,CROWD SOURCED CONTAINER FREIGHT PROVIDER
"XENETIC BIOSCIENCE, INCORPORATED",CLINICAL STAGE BIO-PHARMACEUTICAL COMPANY
XENEX DISINFECTION SERVICES LLC,"SALES, LICENSING AND SERVICING OF AIR PURIFICATION SYSTEMS."
"XENIAL, INC.",CLOUD BASED RESTAURANT MANAGEMENT
"XENICOM, INC.",TELECOM MANUFACTURING
"XENICS USA, INC.",MARKETING OF CAMERAS FROM BELGIUM
"XENITH, LLC",FOOTBALL EQUIPMENT COMPANY
XENIUM CONSULTING INC,SOFTWARE CONSULTING SERVICES
XENLULU LLC,"DEVELOPMENT OF REWARDS, LOYALTY AND AFFINITY PROGRAMS"
XENLULU REAL TIME REWARDS LLC,"TO DEVELOP, MARKET AND SELL THE XENLULU REAL TIME REWARDS PLATFORM"
"XENNEX, INC.",DATABASE SALES
XENO CORPORATION,"COMPUTER SYSTEM, ELECTRICAL, AND MECHANICAL DESIGN"
XENOCYBER CONSULTING INC.,SOFTWARE AND MANAGMENT
XENOGEN CORPORATION,MFG/SALES OF IMAGING EQUIPMENT
"XENOMA US, INC.",TO MARKET AND SELL APPAREL
"XENON ENTERPRISES, INC.","XENON ENTERPRISES, INC."
XENON PHARMACEUTICALS USA INC.,RESEARCH & DEVELOPMENT ACTIVITIES IN BIOTECH
"XENOPHON, INC.",RETAIL LIQUOR STORE
"XENOS CUSTOM BUILDERS, LLC","THE GENERAL CHARACTER OF THE BUSINESS IS RESIDENTIAL HOME BUILDING, RENOVATI"
"XENSERVICES, INC.",SOFTWARE CONSULTING
"XENTEX, INC.",SOFTWARE CONSULTING
"XENYSYS, INC.",PROVIDER OF CONTENT MANAGEMENT SOLUTIONS
XEPIA INC.,TECHNOLOGY SERVICES
XEPO ENTERPRISES LLC,REAL ESTATE
XERAYA AMERICAS INC.,MARKETING AND BUSINESS DEVELOPMENT SERVICES
XERCOR INSURANCE SERVICES LLC,INSURANCE AGENCY
XERESEARCH CORPORATION,ELECTRONIC AND OPTICAL MATERIALS AND DEVICES
XERINAE LLC,"TECHNOLOGY, RESEARCH AND DEVELOPMENT AND ANY LAWFUL BUSINESS FOR WHICH"
"XERIOM, INC.",COMPUTER SERVICES
ANDRITZ FABRICS AND ROLLS INC.,HOLDING COMPANY
"XEROGEL TECHNOLOGY, INC.","R&D, MANUFACTURING, AND SALES OF MATERIALS"
"XEROPEDIX, INC.",RESEARCH AND PHARMACEUTICAL BUSINESS
"XEROPEDIX, LLC",MEDICAL PRODUCT DEVELOPMENT
XEROS INC.,SALES AND SERVICE OF COMMERCIAL LAUNDRY EQUIPMENT
"XEROX AUDIT & COMPLIANCE SOLUTIONS,",PHARMACY OVERPAYMENT AUDITING AND COMPLIANCE
"CONDUENT BUSINESS SERVICES, LLC",BUSINESS PROCESS OUTSOURCING
"XEROX BUSINESS SOLUTIONS, INC.",OFFICE EQUIPMENT AND PRINT MANAGEMENT
"XEROX CAPITAL SERVICES, LLC",INACTIVE
"CONDUENT CARD SERVICES, LLC",THIRD PARTY ADMINISTRATOR
"CONDUENT COMMERCIAL SOLUTIONS, LLC",DATA ENTRY
"XEROX CONSULTANT COMPANY, INC.",IT CONSULTANTING AND BUSINESS PROCESS OUTSOURCING
XEROX CORPORATION,"MFG, SALE, RENTAL, SERVICE & OFFICE EQUIPMENT"
"XEROX EDUCATION SERVICES, INC.",STUDENT LOAN SERVICING
"CONDUENT EDUCATION SERVICES, LLC",EDUCATION LOAN OUTSOURCING
"XEROX FINANCIAL SERVICES, LLC",LEASING FINANCIAL SERVICES COMPANY
"CONDUENT GOVERNMENT SYSTEMS, LLC",SOFTWARE AND SERVICES TO LOCAL GOVERNMENTS
"CONDUENT HERITAGE, LLC",PHARMACY BENEFITS MANAGEMENT
"CONDUENT HR SERVICES, LLC",HUMAN RESOURCES OUTSOURCING
"XEROX INTERNATIONAL JOINT MARKETING, INC.",HOLDING COMPANY
XEROX RELOCATION & ASSIGNMENT,HUMAN RESOURCES AND EMPLOYEE RELOCATION SERVICES
"CONDUENT STATE & LOCAL SOLUTIONS, INC.",BUSINESS PROCESS OUTSOURCING
"CONDUENT STATE HEALTHCARE, LLC",CONSULTING AND TECHNICAL SERVICES TO SUPPORT OPERATION OF STATE HEALTH SER
"CONDUENT TRANSPORT SOLUTIONS, INC.",IT SOLUTIONS FOR PUBLIC TRANSIT SYSTEMS
"XERXES REALTY, LLC","THE GENERAL CHARACTER OF THE COMPANY'S BUSINESS IS TO OWN REAL ESTATE, AND"
"XES INTERNATIONAL EDUCATION, INC.",ONLINE EDUCATIONAL TRAINING MENTORING AND TUTORING
"XETA TECHNOLOGIES, INC.","PROVIDER OF VOICE, ENTERTAINMENT, DATA NETWORK COM"
XEUS CAPITAL INC.,SECURITY CORPORATION
"XEW, INC.",TO OWN AND OPERATE A RESTAURANT BUSINESS.
"XF H2O, LLC",STRENGTH AND CONDITIONING GYM
"XF PROPERTIES, LLC",REAL ESTATE HOLDING
XFACT INC.,CUSTOM COMPUTER PROGRAMMING
"XFACTORS FINANCIAL, INC.",PURCHASE ACCOUNTS RECEIVABLES
XFINITY PAINTING AND CARPENTRY INC,PAINTING AND CARPENTRY
XFORMICS INC,SOFTWARE CONSULTING SERVICES
XFSI INC.,COMPUTER CONSULTANT
XG PAINTING INC,PAINTING AND CARPENTRY
XG CORPORATION 2,FAMILY ENTERTAINMENT/POOL HALL
"XG HEALTH SOLUTIONS, INC.",XG HEALTH SOLUTIONS
"XG INVESTMENTS, LLC",REAL STATE MANAGEMENT
XG UNDERGROUND CONSTRUCTION LLC,UNDERGROUND FIBER CABLE INSTALLATION
"XGD SYSTEMS, LLC",DRAINAGE SYSTEMS
XGENOMES LLC,"THE PURPOSE OF THE COMPANY IS TO ENGAGE IN ALL LAWFUL ACTIVITIES, INCLUDING,"
"XH MANAGEMENT, INC",MANAGEMENT CONSULTING
XHALE MASSAGE L.L.C.,SPA SERVICES
"XHALE, INC.",RETAIL SALES
XI ELECTRICAL INC,ELECTRICAL SERVICE
XI NAN CONSTRUCTION CORP,GENERAL CONTRACTOR SERVICE
"TIANHE BIOSCIENCE, INC.",HERBAL SALE AND MEDICAL RESEARCH
"XIAMEN FABRICATING COMPANY U.S.A., INC.",CUSTOMER SUPPORT
XIAN DA GARDEN INC.,RESTAURANT
XIAN ROUGAMO LLC,RESTAURANT
"XIAN, INC.",RESTAURANT
XIANG & YOU RESTAURANT INC.,OPERATION OF A RESTAURANT
"XIANGCHENG COMMERCE AND TRADE CO., LTD.",IMPORT AND EXPORT
"XIANGRUIDI, LLC",RENTAL
"SMC ENTERPRISES, LLC",PROPERTY MANAGGEMENT.
XIAOLAIMEI EDUCATION LLC,EDUCATION CONSULTANT SERVICE
XIAOLIN LIU CONSULTING LLC,PHARMACEUTICAL DRUG DEVELOPMENT CONSULTING
XIAONINGZHANG82 INC.,"FRANCHISE FANTASTIC SAMS CUT AND COLOR, HAIR SALON"
XIC CORP.,CONSULTING
TEYEO HOLDINGS LLC,COMPANY IS FOCUSED PRIMARILY ON TECHNOLOGY INVESTMENTS AND NEW VENTURES
"XICOHTENCATL MEXICAN RESTAURANT, INC.",RESTAURANT
XIE RUBY THAI INC.,RESTAURANT
XIFARAS DESIGN & CONSTRUCTION CORP.,CONSTRUCTION
"XILECTRIC, INC.",BATTERY MATERIALS RESEARCH AND DEVELOPMENT
XILEGEN LLC,"RESEARCH CONSULTING, RESEARCH DEVELOPMENT AND CONTRACT SERVICE, AND INVE"
AKREVIA CONCERTO LLC,BIOTECHNOLOGY
AKREVIA THERAPEUTICS INC.,PHARMACEUTICAL RESEARCH & DEVELOPMENT
AKREVIA THERAPEUTICS LLC,BIOTECHNOLOGY
XIMENEZ FRANCA INC,KANINE TRAINING
"XIMPACT, INC.",PATENT HOLDING COMPANY
XIN AN CORPORATION,REMODELING AND RENOVATION OF RESIDENTIAL HOMES
XIN CHENG CONSTRUCTION INC,RESIDENTIAL REMODELING
"XIN SHENG, INC.",OWN AND OPERATE A RESTAURANT BUSINESS
XIN TIAN DI CORP.,RESTAURANT
"XIN XING CORPORATION, INC.",RESTAURANT
"XIN YUN, INC.",TO OWN AND OPERATE A RESTAURANT BUSINESS.
XINBAD INTERNATIONAL INC.,INTERNATIONAL CONSULTING
XINETICS INC.,DESIGNING AND MANUFACTURING ELECTRONIC DEVICES.
"XINFO SOLUTIONS, LLC",CONSULTING AND ADVISORY SERVICES
XING CHEN INC,XING CHEN
"XING DA, INC.",RESTAURANT
"XING LI DA, INC.",RESTAURANT
XING LONG INC.,RESTAURANT
"XING MING, INC.",RESTAURANT
XING RONG INC,RESTAURANT
"XING WANG, INC.",RESTAURANT
XINGFU REALTY LLC,TO ENGAGE IN THE BUSINESS OF REALTY
"XINGGUANG WELLNESS SPA, INC",WELLNESS SPA SERVICES
"XINH XINH RESTAURANT, INC.",VIETNAMESE CUISINE RESTAURANT
XINKU LLC,ONLINE RETAIL BUSINESS
"XINNOVATION, INC.",XINNOVATION INC
"XINONIX INTERACTIVE DEVELOPMENT, INC.",COMPUTER SOFTWARE & SERVICE
XINQIAO (USA) CORPORATION,REAL ESTATE INVESTMENT BUSINESS
"XINTERACTIVE, INC.",COLLEGE INTERACTIVE- MOBILE APP SOFTWARE
XINTHE TECHNOLOGIES PRIVATE LIMITED,SOFTWARE PROGRAMMING SERVICES COMPANY
XINXING IMMIGRATION SERVICE LLC,"HELP STUDENTS TO APPLY FOR SCHOOLS, FILLING IN FORMS"
XINYUE PROMO INC,"GIFTS, PROMOTIONAL ITEMS"
XIOMARA LORENZO DESIGNS INCORPORATED,JEWELRY AND ART DESIGN
"XIOS THERAPEUTICS, INC.",BIOTECHNOLOGY
XIOTECH CORPORATION,MANUFACTURE AND SALE OF DATA STORAGE SYSTEMS
"XIPHIAS ENTERPRISES, INC.",SALES AND SERVICE OF AUTOS
XIRA REAL ESTATE LLC,"TO PURCHASE, OWN, DEVELOP, MANAGE, OPERATE, LEASE, SUBDIVIDE, SELL AND DEAL IN"
XIS HOLDINGS LLC,HOLDING COMPANY
"XITRA PHARMACEUTICALS, LLC","THE GENERAL CHARACTER OF THE BUSINESS OF THE LLC IS TO ENGAGE IN ACQUISITION,"
"XIU'S NAIL SALON, INC",NAIL SERVICES
"XIULI LI, CORP.",PERSONAL SERVICE
XIUS CORP.,SERVICES TO MOBILE TELECOMMINICATION CARRIERS
XIUS HOLDING CORP.,SERVICES TO MOBILE TELECOMMUNICATION CARRIERS
XIUTECH LLC,"SOFTWARE ENGINEERING, BUSINESS MANAGEMENT"
"XJL RESTAURANT, LLC","TO OWN AND OPERATE A TAKE-OUT RESTAURANT BUSINESS IN ROXBURY, MASSACHUSE"
"XJS, INC.",FOOD SALES AND MARKETING
XJTAG INC.,SOFTWARE AND INFORMATION TECHNOLOGY
"XJX, INC.",SEASONAL RETAIL STORE
XKCD INC.,SALE OF MERCHANDISE ONLINE AND OTHER RELATED ACTIV
XKOTO (U.S.) INC.,SOFTWARE DEVELOPMENT
"XL NORTH CHEMICALS, LLC",FLOOR CARE PRODUCTS
